item_code,name,material_type,brand,finish,substrate,thickness,area_cost,area_handling_cost,area_assembly_cost,source_supplier,source_url,sample_image_url,thumbnail_url,sheet_length,sheet_width,sheet_cost,currency,price_status,review_status,visibility_status,texture_image_url,source_name,source_page,scraper_item_hash
DESE16ALHNA241B,Aluminium Haze,sheet_material,DesignerONE,MR MDF Aluminium Haze Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,2400,1200,88.66,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,e580bae6ed721910b6312d13935caa361d095d29455e4d23e364ed4db53e0857
DESG16ALHNA241C,Aluminium Haze,sheet_material,DesignerONE,MR PB Aluminium Haze Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,2400,1200,69.49,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,2,82ebd1b4741544001be344cb53f386f852519ca3ea35da144b8177265a4683ba
DESH18ALHNA3618,Aluminium Haze,sheet_material,DesignerONE,MR PB Aluminium Haze Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,3600,1800,180.61,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,ad542581932462c4b3e81006448fcb8a2b3157317fefd7812f96d929bfefdd0a
DESH25ALHNA3618,Aluminium Haze,sheet_material,DesignerONE,MR PB Aluminium Haze Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,3600,1800,225.79,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,f7ce8fcedc3aabe98e03efb179a8d6a2d8b5a4cea4c699bb5bda3a247e94707e
DESE16BNONA241B,Banstead Oak,sheet_material,DesignerONE,MR MDF Banstead Oak Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,2400,1200,88.66,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,e9f50fa6af510ddf2cfbaeea43cd0261e912f4b570a71b3984337214d4b7d053
DESG16BNONA241C,Banstead Oak,sheet_material,DesignerONE,MR PB Banstead Oak Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,2400,1200,69.49,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,2,1aab1f21657984aea28df5d5c0834d574228d4b90dd4d3c61713390154789863
DESH18BNONA3618,Banstead Oak,sheet_material,DesignerONE,MR PB Banstead Oak Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,3600,1800,180.61,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,c9591d3e241f2cee8b9038cb21dba74b5f6005d44a585833b0dab625295f7af3
DESH25BNONA3618,Banstead Oak,sheet_material,DesignerONE,MR PB Banstead Oak Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,3600,1800,225.79,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,d49a9f807b715aca1d399baac8974627bd61539d7ce48486dac3ae31086e5ee7
DESE16BTSNA241B,Battleship,sheet_material,DesignerONE,MR MDF Battleship Natural Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,4e5e16b51e32d78475818455c91dfe43ebc236ea88fe149c1802c66d1d42c7e1
DESG16BTSNA241C,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,abbe1cca773f3060d16d8ff3fbd10a1451181532436e7cc7c54bba12dcf776fa
DESH16BTSNA3618,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,3600,1800,165.41,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,50b14ffcd82e2dafb77d02f26805180c79f61c3d0af32bdd1a3a749333fd750a
DESH18BTSNA3618,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,bd4e434043f0b9ce37ae3b210e2aee89c0aadc20d0d4038d76ff5fd5fb11ad69
DESH25BTSNA3618,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,e73339a582e8e8477afa6e7527d7c1f8bf75f0bf624983e8b0d88ef203b94175
DESE16CYOWA241B,Canyon Oak,sheet_material,DesignerONE,MR MDF Canyon Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,1aeeed13d18c556f357151bcb929e604c66d2bb12124087f6007d3c569f171a1
DESG16CYOWA241C,Canyon Oak,sheet_material,DesignerONE,MR PB Canyon Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,15708450b7201efb42733401276273df7a4535f0dfce22eb04f87e5b3bb7f3c2
DESH18CYOWA3618,Canyon Oak,sheet_material,DesignerONE,MR PB Canyon Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,5d8b43cba3268ab66caa1765444f4bd3a455a5376ceaa4c9638acb7e5c5ac18a
DESH25CYOWA3618,Canyon Oak,sheet_material,DesignerONE,MR PB Canyon Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,d207f0d861839283c1665062d0f1fb08ec3b9294c611d047d8dd16d99c4e26ee
DESE16CAHWA241B,Caramel Hickory,sheet_material,DesignerONE,MR MDF Caramel Hickory Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,c10a69191d54d18d0950636e989d02d09c25ab34cdd713c71b9915c05af9fc5a
DESG16CAHWA241C,Caramel Hickory,sheet_material,DesignerONE,MR PB Caramel Hickory Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,ba65b57820dd63071516f9fe93608a777b9d3437707ba46450b7e0dc4ce49ab5
DESH18CAHWA3618,Caramel Hickory,sheet_material,DesignerONE,MR PB Caramel Hickory Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,5609c1a9c15d30c13e9be703414b13d0a0c5aa06e61e59c787bcd73ee70e9967
DESH25CAHWA3618,Caramel Hickory,sheet_material,DesignerONE,MR PB Caramel Hickory Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,f22f3d73b74601fbf5f46bd1c02532e2d17dd8ad215bfeecfecc36ba3a06c92b
DESE16CHOWA241B,Charred Oak,sheet_material,DesignerONE,MR MDF Charred Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,047dbf11f55479521fe00c586cc38a7abda34315285b392b8b93d210437dc68d
DESG16CHOWA241C,Charred Oak,sheet_material,DesignerONE,MR PB Charred Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,c06cfcd53dd405b8ee6bad449448c52d276bc9f9afd862bff89a02bea2e7f1a4
DESH18CHOWA3618,Charred Oak,sheet_material,DesignerONE,MR PB Charred Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,22cbd1bb89e453d6356e0c11e7dc63fac742284ce8f1b6ae8553dcac1cd1c122
DESH25CHOWA3618,Charred Oak,sheet_material,DesignerONE,MR PB Charred Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,e8383bc938292162851740b68954fcff1543684b22c06d5bafb9744c8adcb8a5
DESE16CIWWA241B,Cinnamon Walnut,sheet_material,DesignerONE,MR MDF Cinnamon Walnut Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,3039c363b0b349df891347d5733f97084ed9fd581645ab52c3c7dad47fc4bb72
DESG16CIWWA241C,Cinnamon Walnut,sheet_material,DesignerONE,MR PB Cinnamon Walnut Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,cc9935650efd1d85058dc84cb7ffa5a852a1081354b9c0c7fb27222c83322db3
DESH18CIWWA3618,Cinnamon Walnut,sheet_material,DesignerONE,MR PB Cinnamon Walnut Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,886d8273d803186a50184716a6a1d15f6b67f563ef42f27e2edb59ccd3df1db2
DESH25CIWWA3618,Cinnamon Walnut,sheet_material,DesignerONE,MR PB Cinnamon Walnut Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,5043501513dcea9fe6d1836142bdd15a3da74eb3d64458ee11fd77c65266c13c
DESE16CLOWA241B,Classic Oak,sheet_material,DesignerONE,MR MDF Classic Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,25530f7d835a22656638999a43a81db6b2740ce5e3c41ee6b2d8477597b40abf
DESG16CLOWA241C,Classic Oak,sheet_material,DesignerONE,MR PB Classic Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,ff3281d64a2e3b441cb98fe9f607045c58e7cb644f2aee145734764c893678c1
DESH18CLOWA3618,Classic Oak,sheet_material,DesignerONE,MR PB Classic Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,abe9c1524a53c180476441dbdd2161657bbd23a141fa52370b6df7a4e420487f
DESH25CLOWA3618,Classic Oak,sheet_material,DesignerONE,MR PB Classic Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,b14316cd2ad37d3e8997a3337b5c09752a50d73640eab829401870451f9efe8f
DESE16COOWA241B,Coastal Oak,sheet_material,DesignerONE,MR MDFCoastal Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,b5d104414ab662ceebe08c60c532f101683de9359e2506fde5158fdecf1f18f3
DESG16COOWA241C,Coastal Oak,sheet_material,DesignerONE,MR PB Coastal Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,e81583e9f6fe53edf1414ee54af95aa057cbba365e2764cac1e6805f8b2ba9d7
DESH18COOWA3618,Coastal Oak,sheet_material,DesignerONE,MR PB Coastal Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,d4974621da06ebba04a9bf9bb35bc7bbb0a19190ccb5cbbd8db35e6edf88d896
DESH25COOWA3618,Coastal Oak,sheet_material,DesignerONE,MR PB Coastal Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,dd42cd4401f67094e0094cd4cd21c5699639062f9297ac77bb83698f8125ebea
DESE16COCNA241B,Cocoa,sheet_material,DesignerONE,MR MDF Cocoa Natural Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,2400,1200,91.05,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,cb0289cd05767df63adc87516f1732b7733977e6c228c8b06022e70bdb6afe25
DESG16COCNA241C,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,2400,1200,73.51,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,28b0a7325bd77a5d2f0002b71e68dd83907cfbd0b587dc2c0e8d973f345534bd
DESH16COCNA3618,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,3600,1800,165.41,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,3,f58ea3b2dccc70056f6742e643485cd24e30950e21edaeb42a47ff78b60e8377
DESH18COCNA3618,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,3600,1800,192.58,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,4ef8c5a71484dc130636e9379cad86037a0fb765b2b0fd2bd225d35ebfcfbc94
DESH25COCNA3618,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,3600,1800,237.33,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,df9831d1174bb35189a96ca942c6515b2d4440eaaac3a2291d1013a4d4823dcf
DESE16DESIA241B,Deep Space,sheet_material,DesignerONE,MR MDF Deep Space Stipple Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,2400,1200,88.66,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,6c8df190cc81b00bfe4ca82aa3887d4c120448abfea52743aa06e9e7729b13c2
DESG16DESIA241C,Deep Space,sheet_material,DesignerONE,MR PB Deep Space Stipple Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,2400,1200,69.49,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,2,b5f3ac3a9a4fb3d1926597be0a7b17790d445c95f41976d20830b171467d7798
DESH18DESIA3618,Deep Space,sheet_material,DesignerONE,MR PB Deep Space Stipple Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,3600,1800,180.61,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,5,91764fbbc815a59cca6d2b889df44c3e6d6d2c3d9ec4042f8282fd46fb873d73
DESH25DESIA3618,Deep Space,sheet_material,DesignerONE,MR PB Deep Space Stipple Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,3600,1800,225.79,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,6,661e2ef831c8f2173594d5976d719bbd0f7c5dc757af9e1993be650e2dee6ca8
DESE16FRGNA241B,French Grey,sheet_material,DesignerONE,MR MDF French Grey Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/h/i/highland_mist_1.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,2400,1200,88.66,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,4,8bf848604c2a7c3b451eda520e7bebb78470f256200a9e5125f4783588e99ddd
DESG16FRGNA241C,French Grey,sheet_material,DesignerONE,MR PB French Grey Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/h/i/highland_mist_1.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,2400,1200,69.49,AUD,captured_raw_ex_gst,approved,Available,,BOWEBUIL - DesignerOne Pricelist.pdf,2,f905d62d890551e34e12ea899d92b9978243ac5b64b2a8e40797501bd7a20e7b
