item_code,name,material_type,brand,finish,substrate,thickness,area_cost,area_handling_cost,area_assembly_cost,source_supplier,source_url,sample_image_url,thumbnail_url
POLY57277,Laminate Taj Mahal Smooth Q 1825 x 680 - Film,laminate,Polytec,Taj Mahal Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/taj-mahal/,/data/bower-supplier-catalog/assets/polytec/colours/taj-mahal/showroom/taj-mahal.jpg,/data/bower-supplier-catalog/assets/polytec/colours/taj-mahal/showroom/taj-mahal.jpg
POLY53313,Laminate Tasmanian Oak Matt 0.7mm 3650x1360,laminate,Polytec,Tasmanian Oak Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY53314,Laminate Tasmanian Oak Matt HL 0.7mm 3650x680,laminate,Polytec,Tasmanian Oak Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY53315,Laminate Tasmanian Oak Matt HS 0.7mm 1825x1360,laminate,Polytec,Tasmanian Oak Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY53316,Laminate Tasmanian Oak Matt Q 0.7mm 1825x680,laminate,Polytec,Tasmanian Oak Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY48515,Laminate Tasmanian Oak Woodmatt 0.7mm 3650x1360,laminate,Polytec,Tasmanian Oak Woodmatt,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY48636,Laminate Tasmanian Oak Woodmatt HL 0.7mm 3650x680,laminate,Polytec,Tasmanian Oak Woodmatt,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY48613,Laminate Tasmanian Oak Woodmatt HS 0.7mm 1830x1360,laminate,Polytec,Tasmanian Oak Woodmatt,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY48650,Laminate Tasmanian Oak Woodmatt Q 0.7mm 1830x680,laminate,Polytec,Tasmanian Oak Woodmatt,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/tasmanian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tasmanian-oak/showroom/tasmanian-oak.jpg
POLY26311,Laminate Taupe Matt 0.7mm 3650x1220,laminate,Polytec,Taupe Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/taupe/,/data/bower-supplier-catalog/assets/polytec/colours/taupe/showroom/taupe.jpg,/data/bower-supplier-catalog/assets/polytec/colours/taupe/showroom/taupe.jpg
POLY34649,Laminate Temple Stone Matt 0.7mm 3650x1360,laminate,Polytec,Temple Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/temple-stone/,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg
POLY34665,Laminate Temple Stone Matt HL 0.7mm 3650x680,laminate,Polytec,Temple Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/temple-stone/,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg
POLY34650,Laminate Temple Stone Matt HS 0.7mm 1830x1360,laminate,Polytec,Temple Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/temple-stone/,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg
POLY34666,Laminate Temple Stone Matt Q 0.7mm 1830x680,laminate,Polytec,Temple Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/temple-stone/,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/temple-stone/showroom/temple-stone.jpg
POLY26182,Laminate Tessuto Milan Matt 0.7mm 3650x1220,laminate,Polytec,Tessuto Milan Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/tessuto-milan/,/data/bower-supplier-catalog/assets/polytec/colours/tessuto-milan/showroom/tessuto-milan.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tessuto-milan/showroom/tessuto-milan.jpg
POLY42718,Laminate Tessuto Milan Ravine 0.7mm 3650x1220,laminate,Polytec,Tessuto Milan Ravine,,0.7,59.89,0,0,Polytec,https://www.polytec.com.au/colour/tessuto-milan/,/data/bower-supplier-catalog/assets/polytec/colours/tessuto-milan/showroom/tessuto-milan.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tessuto-milan/showroom/tessuto-milan.jpg
POLY42866,Laminate Titanium Matt 0.7mm 3650x1220,laminate,Polytec,Titanium Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/titanium/,/data/bower-supplier-catalog/assets/polytec/colours/titanium/showroom/titanium.jpg,/data/bower-supplier-catalog/assets/polytec/colours/titanium/showroom/titanium.jpg
POLY52110,Laminate Tivoli Ceppo Smooth 0.7mm 3650x1360,laminate,Polytec,Tivoli Ceppo Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/tivoli-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg
POLY52883,Laminate Tivoli Ceppo Smooth HL 0.7mm 3650x680,laminate,Polytec,Tivoli Ceppo Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/tivoli-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg
POLY52884,Laminate Tivoli Ceppo Smooth HS 0.7mm 1825x1360,laminate,Polytec,Tivoli Ceppo Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/tivoli-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg
POLY52885,Laminate Tivoli Ceppo Smooth Q 0.7mm 1825x680,laminate,Polytec,Tivoli Ceppo Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/tivoli-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tivoli-ceppo/showroom/tivoli-ceppo.jpg
POLY57823,Laminate Topiary Smooth 0.7mm 3650x1360,laminate,Polytec,Topiary Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/topiary/,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg
POLY57824,Laminate Topiary Smooth HL 0.7mm 3650x680,laminate,Polytec,Topiary Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/topiary/,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg
POLY57825,Laminate Topiary Smooth HS 0.7mm 1825x1360,laminate,Polytec,Topiary Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/topiary/,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg
POLY57826,Laminate Topiary Smooth Q 0.7mm 1825x680,laminate,Polytec,Topiary Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/topiary/,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg,/data/bower-supplier-catalog/assets/polytec/colours/topiary/showroom/topiary.jpg
POLY11641,Laminate Truffle Lini Matt 0.7mm 3650x1360,laminate,Polytec,Truffle Lini Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/truffle-lini/,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg
POLY13099,Laminate Truffle Lini Matt HL 0.7mm 3650x680,laminate,Polytec,Truffle Lini Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/truffle-lini/,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg
POLY13100,Laminate Truffle Lini Matt HS 0.7mm 1830x1360,laminate,Polytec,Truffle Lini Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/truffle-lini/,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg
POLY13101,Laminate Truffle Lini Matt Q 0.7mm 1830x680,laminate,Polytec,Truffle Lini Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/truffle-lini/,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg,/data/bower-supplier-catalog/assets/polytec/colours/truffle-lini/showroom/truffle-lini.jpg
POLY46436,Laminate Tunisia Stone Matera 0.7mm 3650x1360 - Film,laminate,Polytec,Tunisia Stone Matera,,0.7,80.07,0,0,Polytec,https://www.polytec.com.au/colour/tunisia-stone/,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg
POLY46560,Laminate Tunisia Stone Matera HL 0.7mm 3650x680 - Film,laminate,Polytec,Tunisia Stone Matera,,0.7,80.07,0,0,Polytec,https://www.polytec.com.au/colour/tunisia-stone/,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg
POLY46579,Laminate Tunisia Stone Matera HS 0.7mm 1830x1360 - Film,laminate,Polytec,Tunisia Stone Matera,,0.7,80.07,0,0,Polytec,https://www.polytec.com.au/colour/tunisia-stone/,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg
POLY47494,Laminate Tunisia Stone Matera Q 0.7mm 1830x680 - Film,laminate,Polytec,Tunisia Stone Matera,,0.7,80.07,0,0,Polytec,https://www.polytec.com.au/colour/tunisia-stone/,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tunisia-stone/showroom/tunisia-stone.jpg
POLY5544,Laminate Tuross Oak Matt 0.7mm 3650x1220,laminate,Polytec,Tuross Oak Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/tuross-oak/,/data/bower-supplier-catalog/assets/polytec/colours/tuross-oak/showroom/tuross-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/tuross-oak/showroom/tuross-oak.jpg
POLY5499,Laminate Urban Slate Matt 0.7mm 3650x1360,laminate,Polytec,Urban Slate Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/urban-slate/,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg
POLY8763,Laminate Urban Slate Matt HL 0.7mm 3650x680,laminate,Polytec,Urban Slate Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/urban-slate/,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg
POLY8833,Laminate Urban Slate Matt HS 0.7mm 1830x1360,laminate,Polytec,Urban Slate Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/urban-slate/,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg
POLY8903,Laminate Urban Slate Matt Q 0.7mm 1830x680,laminate,Polytec,Urban Slate Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/urban-slate/,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg,/data/bower-supplier-catalog/assets/polytec/colours/urban-slate/showroom/urban-slate.jpg
POLY43795,Laminate Verde Oak Ravine 0.7mm 3650x1220,laminate,Polytec,Verde Oak Ravine,,0.7,59.89,0,0,Polytec,https://www.polytec.com.au/colour/verde-oak/,/data/bower-supplier-catalog/assets/polytec/colours/verde-oak/showroom/verde-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/verde-oak/showroom/verde-oak.jpg
POLY57827,Laminate Verdelho Smooth 0.7mm 3650x1360,laminate,Polytec,Verdelho Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/verdelho/,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg
POLY57828,Laminate Verdelho Smooth HL 0.7mm 3650x680,laminate,Polytec,Verdelho Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/verdelho/,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg
POLY57829,Laminate Verdelho Smooth HS 0.7mm 1825x1360,laminate,Polytec,Verdelho Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/verdelho/,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg
POLY57830,Laminate Verdelho Smooth Q 0.7mm 1825x680,laminate,Polytec,Verdelho Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/verdelho/,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg,/data/bower-supplier-catalog/assets/polytec/colours/verdelho/showroom/verdelho.jpg
POLY52104,Laminate Vesuvius Ceppo Smooth 0.7mm 3650x1360,laminate,Polytec,Vesuvius Ceppo Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/vesuvius-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg
POLY52105,Laminate Vesuvius Ceppo Smooth HL 0.7mm 3650 x 680,laminate,Polytec,Vesuvius Ceppo Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/vesuvius-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg
POLY52889,Laminate Vesuvius Ceppo Smooth HS 0.7mm 1825x1360,laminate,Polytec,Vesuvius Ceppo Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/vesuvius-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg
POLY52893,Laminate Vesuvius Ceppo Smooth Q 0.7mm 1825x680,laminate,Polytec,Vesuvius Ceppo Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/vesuvius-ceppo/,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg,/data/bower-supplier-catalog/assets/polytec/colours/vesuvius-ceppo/showroom/vesuvius-ceppo.jpg
POLY35048,Laminate Visoni Stone Matt 0.7mm 3650x1360,laminate,Polytec,Visoni Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/visoni-stone/,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg
POLY35049,Laminate Visoni Stone Matt HL 0.7mm 3650x680,laminate,Polytec,Visoni Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/visoni-stone/,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg
POLY35050,Laminate Visoni Stone Matt HS 0.7mm 1830x1360,laminate,Polytec,Visoni Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/visoni-stone/,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg
POLY35052,Laminate Visoni Stone Matt Q 0.7mm 1830x680,laminate,Polytec,Visoni Stone Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/visoni-stone/,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/visoni-stone/showroom/visoni-stone.jpg
POLY52100,Laminate Volcanic Stone Smooth 0.7mm 3650x1360,laminate,Polytec,Volcanic Stone Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/volcanic-stone/,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg
POLY52101,Laminate Volcanic Stone Smooth HL 0.7mm 3650 x 680,laminate,Polytec,Volcanic Stone Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/volcanic-stone/,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg
POLY52102,Laminate Volcanic Stone Smooth HS 0.7mm 1825x1360,laminate,Polytec,Volcanic Stone Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/volcanic-stone/,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg
POLY52103,Laminate Volcanic Stone Smooth Q 0.7mm 1825x680,laminate,Polytec,Volcanic Stone Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/volcanic-stone/,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg,/data/bower-supplier-catalog/assets/polytec/colours/volcanic-stone/showroom/volcanic-stone.jpg
POLY54673,Laminate White Cement Smooth 0.7mm 3650x1360,laminate,Polytec,White Cement Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/white-cement/,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg
POLY54674,Laminate White Cement Smooth HL 0.7mm 3650x680,laminate,Polytec,White Cement Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/white-cement/,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg
POLY54675,Laminate White Cement Smooth HS 0.7mm 1825x1360,laminate,Polytec,White Cement Smooth,,0.7,50.33,0,0,Polytec,https://www.polytec.com.au/colour/white-cement/,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg
POLY54676,Laminate White Cement Smooth Q 0.7mm 1825x680,laminate,Polytec,White Cement Smooth,,0.7,50.34,0,0,Polytec,https://www.polytec.com.au/colour/white-cement/,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cement/showroom/white-cement.jpg
POLY33559,Laminate White Cotton Matt 0.7mm 3650x1360,laminate,Polytec,White Cotton Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/white-cotton/,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg
POLY33560,Laminate White Cotton Matt HL 0.7mm 3650x680,laminate,Polytec,White Cotton Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/white-cotton/,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg
POLY33561,Laminate White Cotton Matt HS 0.7mm 1830x1360,laminate,Polytec,White Cotton Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/white-cotton/,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg
POLY33562,Laminate White Cotton Matt Q 0.7mm 1830x680,laminate,Polytec,White Cotton Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/white-cotton/,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-cotton/showroom/white-cotton.jpg
POLY26183,Laminate White Mist Matt 0.7mm 3650x1220,laminate,Polytec,White Mist Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/white-mist/,/data/bower-supplier-catalog/assets/polytec/colours/white-mist/showroom/white-mist.jpg,/data/bower-supplier-catalog/assets/polytec/colours/white-mist/showroom/white-mist.jpg
POLY33388,Laminate Whitewood Matt 0.7mm 3650x1220,laminate,Polytec,Whitewood Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/whitewood/,/data/bower-supplier-catalog/assets/polytec/colours/whitewood/showroom/whitewood.jpg,/data/bower-supplier-catalog/assets/polytec/colours/whitewood/showroom/whitewood.jpg
POLY58867,Laminate Wild Clay Matt 0.7mm 3650x1220,laminate,Polytec,Wild Clay Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/wild-clay/,/data/bower-supplier-catalog/assets/polytec/colours/wild-clay/showroom/wild-clay.jpg,/data/bower-supplier-catalog/assets/polytec/colours/wild-clay/showroom/wild-clay.jpg
POLY58865,Laminate Wispwood Matt 0.7mm 3650x1220,laminate,Polytec,Wispwood Matt,,0.7,54.48,0,0,Polytec,https://www.polytec.com.au/colour/wispwood/,/data/bower-supplier-catalog/assets/polytec/colours/wispwood/showroom/wispwood.jpg,/data/bower-supplier-catalog/assets/polytec/colours/wispwood/showroom/wispwood.jpg
POLY47450,LDF 253618 DS Angora Oak Woodmatt STD E0,sheet_material,Polytec,Angora Oak Woodmatt,LDF,25,75.4,0,0,Polytec,https://www.polytec.com.au/colour/angora-oak/,/data/bower-supplier-catalog/assets/polytec/colours/angora-oak/showroom/angora-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/angora-oak/showroom/angora-oak.jpg
POLY47451,LDF 253618 DS Antico Oak Woodmatt STD E0,sheet_material,Polytec,Antico Oak Woodmatt,LDF,25,75.4,0,0,Polytec,https://www.polytec.com.au/colour/antico-oak/,/data/bower-supplier-catalog/assets/polytec/colours/antico-oak/showroom/antico-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/antico-oak/showroom/antico-oak.jpg
POLY52095,LDF 253618 DS Arcadia Oak Woodmatt STD E0,sheet_material,Polytec,Arcadia Oak Woodmatt,LDF,25,75.4,0,0,Polytec,https://www.polytec.com.au/colour/arcadia-oak/,/data/bower-supplier-catalog/assets/polytec/colours/arcadia-oak/showroom/arcadia-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/arcadia-oak/showroom/arcadia-oak.jpg
POLY26463,LDF 253618 DS Artisan Oak Matt STD E0,sheet_material,Polytec,Artisan Oak Matt,LDF,25,62.84,0,0,Polytec,https://www.polytec.com.au/colour/artisan-oak/,/data/bower-supplier-catalog/assets/polytec/colours/artisan-oak/showroom/artisan-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/artisan-oak/showroom/artisan-oak.jpg
POLY57070,LDF 253618 DS Aston White Matt STD E0,sheet_material,Polytec,Aston White Matt,LDF,25,70.68,0,0,Polytec,https://www.polytec.com.au/colour/aston-white/,/data/bower-supplier-catalog/assets/polytec/colours/aston-white/showroom/aston-white.jpg,/data/bower-supplier-catalog/assets/polytec/colours/aston-white/showroom/aston-white.jpg
POLY57483,LDF 253618 DS Australian Native Woodmatt STD E0,sheet_material,Polytec,Australian Native Woodmatt,LDF,25,75.4,0,0,Polytec,https://www.polytec.com.au/colour/australian-native/,/data/bower-supplier-catalog/assets/polytec/colours/australian-native/showroom/australian-native.jpg,/data/bower-supplier-catalog/assets/polytec/colours/australian-native/showroom/australian-native.jpg
POLY45423,LDF 253618 DS Belgian Oak Matt STD E0,sheet_material,Polytec,Belgian Oak Matt,LDF,25,62.84,0,0,Polytec,https://www.polytec.com.au/colour/belgian-oak/,/data/bower-supplier-catalog/assets/polytec/colours/belgian-oak/showroom/belgian-oak.jpg,/data/bower-supplier-catalog/assets/polytec/colours/belgian-oak/showroom/belgian-oak.jpg
