item_code,name,material_type,brand,finish,substrate,thickness,area_cost,area_handling_cost,area_assembly_cost,source_supplier,source_url,sample_image_url,thumbnail_url
DESE16ALHNA241B,Aluminium Haze,sheet_material,DesignerONE,MR MDF Aluminium Haze Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg
DESG16ALHNA241C,Aluminium Haze,sheet_material,DesignerONE,MR PB Aluminium Haze Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg
DESH18ALHNA3618,Aluminium Haze,sheet_material,DesignerONE,MR PB Aluminium Haze Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg
DESH25ALHNA3618,Aluminium Haze,sheet_material,DesignerONE,MR PB Aluminium Haze Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/a/l/aluminium_haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/aluminium-haze.jpg
DESE16BNONA241B,Banstead Oak,sheet_material,DesignerONE,MR MDF Banstead Oak Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg
DESG16BNONA241C,Banstead Oak,sheet_material,DesignerONE,MR PB Banstead Oak Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg
DESH18BNONA3618,Banstead Oak,sheet_material,DesignerONE,MR PB Banstead Oak Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg
DESH25BNONA3618,Banstead Oak,sheet_material,DesignerONE,MR PB Banstead Oak Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/banstead_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/banstead-oak.jpg
DESE16BTSNA241B,Battleship,sheet_material,DesignerONE,MR MDF Battleship Natural Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg
DESG16BTSNA241C,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg
DESH16BTSNA3618,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg
DESH18BTSNA3618,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg
DESH25BTSNA3618,Battleship,sheet_material,DesignerONE,MR PB Battleship Natural Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/b/a/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/battleship.jpg
DESE16CYOWA241B,Canyon Oak,sheet_material,DesignerONE,MR MDF Canyon Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg
DESG16CYOWA241C,Canyon Oak,sheet_material,DesignerONE,MR PB Canyon Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg
DESH18CYOWA3618,Canyon Oak,sheet_material,DesignerONE,MR PB Canyon Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg
DESH25CYOWA3618,Canyon Oak,sheet_material,DesignerONE,MR PB Canyon Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/canyon_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/canyon-oak.jpg
DESE16CAHWA241B,Caramel Hickory,sheet_material,DesignerONE,MR MDF Caramel Hickory Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg
DESG16CAHWA241C,Caramel Hickory,sheet_material,DesignerONE,MR PB Caramel Hickory Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg
DESH18CAHWA3618,Caramel Hickory,sheet_material,DesignerONE,MR PB Caramel Hickory Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg
DESH25CAHWA3618,Caramel Hickory,sheet_material,DesignerONE,MR PB Caramel Hickory Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/a/caramel_hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/caramel-hickory.jpg
DESE16CHOWA241B,Charred Oak,sheet_material,DesignerONE,MR MDF Charred Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg
DESG16CHOWA241C,Charred Oak,sheet_material,DesignerONE,MR PB Charred Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg
DESH18CHOWA3618,Charred Oak,sheet_material,DesignerONE,MR PB Charred Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg
DESH25CHOWA3618,Charred Oak,sheet_material,DesignerONE,MR PB Charred Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/h/charred_oak_.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/charred-oak.jpg
DESE16CIWWA241B,Cinnamon Walnut,sheet_material,DesignerONE,MR MDF Cinnamon Walnut Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg
DESG16CIWWA241C,Cinnamon Walnut,sheet_material,DesignerONE,MR PB Cinnamon Walnut Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg
DESH18CIWWA3618,Cinnamon Walnut,sheet_material,DesignerONE,MR PB Cinnamon Walnut Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg
DESH25CIWWA3618,Cinnamon Walnut,sheet_material,DesignerONE,MR PB Cinnamon Walnut Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/i/cinnamon_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cinnamon-walnut.jpg
DESE16CLOWA241B,Classic Oak,sheet_material,DesignerONE,MR MDF Classic Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg
DESG16CLOWA241C,Classic Oak,sheet_material,DesignerONE,MR PB Classic Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg
DESH18CLOWA3618,Classic Oak,sheet_material,DesignerONE,MR PB Classic Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg
DESH25CLOWA3618,Classic Oak,sheet_material,DesignerONE,MR PB Classic Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/l/classic_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/classic-oak.jpg
DESE16COOWA241B,Coastal Oak,sheet_material,DesignerONE,MR MDFCoastal Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg
DESG16COOWA241C,Coastal Oak,sheet_material,DesignerONE,MR PB Coastal Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg
DESH18COOWA3618,Coastal Oak,sheet_material,DesignerONE,MR PB Coastal Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg
DESH25COOWA3618,Coastal Oak,sheet_material,DesignerONE,MR PB Coastal Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/coastal_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/coastal-oak.jpg
DESE16COCNA241B,Cocoa,sheet_material,DesignerONE,MR MDF Cocoa Natural Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg
DESG16COCNA241C,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg
DESH16COCNA3618,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg
DESH18COCNA3618,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg
DESH25COCNA3618,Cocoa,sheet_material,DesignerONE,MR PB Cocoa Natural Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/c/o/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/cocoa.jpg
DESE16DESIA241B,Deep Space,sheet_material,DesignerONE,MR MDF Deep Space Stipple Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg
DESG16DESIA241C,Deep Space,sheet_material,DesignerONE,MR PB Deep Space Stipple Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg
DESH18DESIA3618,Deep Space,sheet_material,DesignerONE,MR PB Deep Space Stipple Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg
DESH25DESIA3618,Deep Space,sheet_material,DesignerONE,MR PB Deep Space Stipple Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/d/e/deep_space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/deep-space.jpg
DESE16FRGNA241B,French Grey,sheet_material,DesignerONE,MR MDF French Grey Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/h/i/highland_mist_1.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg
DESG16FRGNA241C,French Grey,sheet_material,DesignerONE,MR PB French Grey Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/h/i/highland_mist_1.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg
DESH18FRGNA3618,French Grey,sheet_material,DesignerONE,MR PB French Grey Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/h/i/highland_mist_1.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg
DESH25FRGNA3618,French Grey,sheet_material,DesignerONE,MR PB French Grey Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/h/i/highland_mist_1.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/french-grey.jpg
DESE16GROWA241B,Grand Oak,sheet_material,DesignerONE,MR MDF Grand Oak Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grand_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg
DESG16GROWA241C,Grand Oak,sheet_material,DesignerONE,MR PB Grand Oak Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grand_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg
DESH18GROWA3618,Grand Oak,sheet_material,DesignerONE,MR PB Grand Oak Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grand_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg
DESH25GROWA3618,Grand Oak,sheet_material,DesignerONE,MR PB Grand Oak Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grand_oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grand-oak.jpg
DESE16GRINA241B,Grigio Linen,sheet_material,DesignerONE,MR MDF Grigio Linen Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grigio_linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg
DESG16GRINA241C,Grigio Linen,sheet_material,DesignerONE,MR PB Grigio Linen Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grigio_linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg
DESH18GRINA3618,Grigio Linen,sheet_material,DesignerONE,MR PB Grigio Linen Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grigio_linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg
DESH25GRINA3618,Grigio Linen,sheet_material,DesignerONE,MR PB Grigio Linen Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/g/r/grigio_linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/grigio-linen.jpg
DESE16HLMNA241B,Highland Mist,sheet_material,DesignerONE,MR MDF Highland Mist Natural Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/f/r/french_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg
DESG16HLMNA241C,Highland Mist,sheet_material,DesignerONE,MR PB Highland Mist Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/f/r/french_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg
DESH16HLMNA3618,Highland Mist,sheet_material,DesignerONE,MR PB Highland Mist Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/f/r/french_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg
DESH18HLMNA3618,Highland Mist,sheet_material,DesignerONE,MR PB Highland Mist Natural Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/f/r/french_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg
DESH25HLMNA3618,Highland Mist,sheet_material,DesignerONE,MR PB Highland Mist Natural Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/f/r/french_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/highland-mist.jpg
DESE16LNGNA241B,Lunar Grey,sheet_material,DesignerONE,MR MDF Lunar Grey Natural Finish,MR MDF,16,30.78,0,0,ForestOne,https://forest.one/media/catalog/product/l/u/lunar_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg
DESG16LNGNA241C,Lunar Grey,sheet_material,DesignerONE,MR PB Lunar Grey Natural Finish,MR PB,16,24.13,0,0,ForestOne,https://forest.one/media/catalog/product/l/u/lunar_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg
DESH18LNGNA3618,Lunar Grey,sheet_material,DesignerONE,MR PB Lunar Grey Natural Finish,MR PB,18,27.87,0,0,ForestOne,https://forest.one/media/catalog/product/l/u/lunar_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg
DESH25LNGNA3618,Lunar Grey,sheet_material,DesignerONE,MR PB Lunar Grey Natural Finish,MR PB,25,34.84,0,0,ForestOne,https://forest.one/media/catalog/product/l/u/lunar_grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/lunar-grey.jpg
DESE16MINNA241B,Mink,sheet_material,DesignerONE,MR MDF Mink Natural Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/m/i/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg
DESG16MINNA241C,Mink,sheet_material,DesignerONE,MR PB Mink Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/m/i/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg
DESH16MINNA3618,Mink,sheet_material,DesignerONE,MR PB Mink Natural Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/m/i/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg
DESH18MINNA3618,Mink,sheet_material,DesignerONE,MR PB Mink Natural Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/m/i/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg
DESH25MINNA3618,Mink,sheet_material,DesignerONE,MR PB Mink Natural Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/m/i/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mink.jpg
DESE16MOWWA241B,Mocha Walnut,sheet_material,DesignerONE,MR MDF Mocha Walnut Drift Finish,MR MDF,16,31.62,0,0,ForestOne,https://forest.one/media/catalog/product/m/o/mocha_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg
DESG16MOWWA241C,Mocha Walnut,sheet_material,DesignerONE,MR PB Mocha Walnut Drift Finish,MR PB,16,25.53,0,0,ForestOne,https://forest.one/media/catalog/product/m/o/mocha_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg
DESH18MOWWA3618,Mocha Walnut,sheet_material,DesignerONE,MR PB Mocha Walnut Drift Finish,MR PB,18,29.72,0,0,ForestOne,https://forest.one/media/catalog/product/m/o/mocha_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg
DESH25MOWWA3618,Mocha Walnut,sheet_material,DesignerONE,MR PB Mocha Walnut Drift Finish,MR PB,25,36.62,0,0,ForestOne,https://forest.one/media/catalog/product/m/o/mocha_walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg,/data/bower-supplier-catalog/assets/forest-one/finishes/designer-one/mocha-walnut.jpg
