item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost
566.68.311,"Mixer Tap, Hafele, with pullout sprayer",tap,Hafele,Sinks & Taps,,,0,416.32,0,0
566.69.351,"Mixer Tap, with pull out veggie spray",tap,Hafele,Sinks & Taps,,,0,332.72,0,0
569.40.200,"Mixer tap, with pull-out vegie spray",tap,Hafele,Sinks & Taps,,,0,180.1,0,0
P-02054412,"Mixer Tap, with pullout vegie spray",tap,Hafele,Sinks & Taps,,,0,288.09,0,0
P-01893839,"Quartz Sink, Quartz 1 & 3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,781.86,0,0
P-01939777,"Quartz Sink, Quartz 1 & 3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,781.86,0,0
P-01893836,"Quartz Sink, Quartz double bowl",sink,Hafele,Sinks & Taps,,,0,694.89,0,0
P-01939776,"Quartz Sink, Quartz double bowl",sink,Hafele,Sinks & Taps,,,0,694.89,0,0
P-01893835,"Quartz Sink, Quartz double bowl with drainer",sink,Hafele,Sinks & Taps,,,0,823.58,0,0
P-01939778,"Quartz Sink, Quartz double bowl with drainer",sink,Hafele,Sinks & Taps,,,0,823.58,0,0
P-01893837,"Quartz Sink, Quartz single bowl",sink,Hafele,Sinks & Taps,,,0,607.92,0,0
P-01582621,"Quartz Sink, Quartz single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,520.96,0,0
P-01939775,"Quartz Sink, Quartz single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,520.96,0,0
P-01893840,"Quartz Sink, Quartz single laundry bowl",sink,Hafele,Sinks & Taps,,,0,651.41,0,0
577.06.710,"Sink, Farmhouse double bowl sink",sink,Hafele,Sinks & Taps,,,0,830.44,0,0
567.33.326,"Sink, Hafele Squareline, 1&3/4 bowl",sink,Hafele,Sinks & Taps,,,0,773.16,0,0
P-01921564,"Sink, Hafele Squareline, 1&3/4 bowl",sink,Hafele,Sinks & Taps,,,0,868.83,0,0
567.33.336,"Sink, Hafele Squareline, double bowl",sink,Hafele,Sinks & Taps,,,0,781.86,0,0
P-01921565,"Sink, Hafele Squareline, double bowl",sink,Hafele,Sinks & Taps,,,0,894.92,0,0
567.33.366,"Sink, Hafele Squareline, double bowl with drainer",sink,Hafele,Sinks & Taps,,,0,868.83,0,0
567.33.316,"Sink, Hafele Squareline, laundry bowl",sink,Hafele,Sinks & Taps,,,0,460.07,0,0
P-01921566,"Sink, Hafele Squareline, laundry bowl",sink,Hafele,Sinks & Taps,,,0,555.74,0,0
567.33.306,"Sink, Hafele Squareline, single bowl",sink,Hafele,Sinks & Taps,,,0,433.98,0,0
P-01582745,"Sink, Hafele Squareline, single bowl",sink,Hafele,Sinks & Taps,,,0,503.55,0,0
567.33.346,"Sink, Hafele Squareline, single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,581.83,0,0
567.33.356,"Sink, Hafele Squareline,1&3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,851.44,0,0
567.56.000,"Sink, round bowl",sink,Hafele,Sinks & Taps,,,0,132.15,0,0
P-01921181,"Squareline sinks, Squareline plus 1 & 3/4 bowl with drainer",sink,Hafele,Sinks & Taps,,,0,318.8,0,0
567.33.250,"Squareline sinks, Squareline plus double bowl",sink,Hafele,Sinks & Taps,,,0,265.66,0,0
567.33.260,"Squareline sinks, Squareline plus laundry bowl",sink,Hafele,Sinks & Taps,,,0,233.84,0,0
567.33.200,"Squareline sinks, Squareline plus single bowl",sink,Hafele,Sinks & Taps,,,0,164.23,0,0
P-01582749,"Squareline sinks, Squareline plus single bowl with drainer",sink,Hafele,Sinks & Taps,,,0,202.87,0,0
589.33.300,"Tap, basin mixer tap",tap,Hafele,Sinks & Taps,,,0,248.51,0,0
589.33.033,"Tap, basin mixer tap, Rondo",tap,Hafele,Sinks & Taps,,,0,199.86,0,0
589.33.031,"Tap, Rondo basin mixer",tap,Hafele,Sinks & Taps,,,0,145.83,0,0
589.33.034,"Tap, Rondo wall mixer, with extended lever",tap,Hafele,Sinks & Taps,,,0,191.55,0,0
589.33.367,"Tap, Rondo wall mixer, with trim",tap,Hafele,Sinks & Taps,,,0,48.21,0,0
567.33.116,"Undermount sink, 1 & 3/4 Bowl",sink,Hafele,Sinks & Taps,,,0,262.26,0,0
567.33.106,"Undermount sink, Double bowl",sink,Hafele,Sinks & Taps,,,0,280.72,0,0
567.33.130,"Undermount sink, single bowl",sink,Hafele,Sinks & Taps,,,0,107.21,0,0
P-01893841,Universal Watermarked Waste,appliance,Hafele,Sinks & Taps,,,0,45.3,0,0
